"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"02/01/2024";"1800";"26,9";"30,9";"26,9";"63,0";"63,0";"48,0";"19,3";"20,2";"18,5";"958,9";"959,1";"958,5";"4,5";"265,0";"9,9";"281,50";""
"02/01/2024";"1900";"26,5";"26,8";"25,4";"70,0";"74,0";"63,0";"20,5";"20,6";"19,3";"957,8";"959,0";"957,8";"1,7";"210,0";"9,9";"319,10";""
"02/01/2024";"2000";"27,5";"27,5";"26,5";"67,0";"70,0";"66,0";"20,8";"20,8";"20,3";"957,7";"957,9";"957,7";"1,0";"211,0";"4,0";"448,80";""
"02/01/2024";"2100";"28,8";"29,1";"27,5";"61,0";"67,0";"61,0";"20,5";"21,4";"20,5";"957,7";"957,8";"957,6";"0,7";"313,0";"2,7";"438,30";""
"02/01/2024";"2200";"28,5";"29,1";"28,5";"65,0";"65,0";"61,0";"21,1";"21,2";"20,6";"958,3";"958,3";"957,7";"1,2";"233,0";"2,3";"256,40";""
"02/01/2024";"2300";"26,7";"28,5";"26,6";"70,0";"71,0";"65,0";"20,8";"21,4";"20,7";"959,1";"959,1";"958,3";"1,7";"75,0";"6,5";"0,70";""
"03/01/2024";"0000";"26,4";"26,7";"26,2";"71,0";"73,0";"70,0";"20,7";"21,0";"20,7";"959,5";"959,5";"959,1";"0,7";"136,0";"3,5";"";""
"03/01/2024";"0100";"27,0";"27,0";"26,4";"67,0";"71,0";"65,0";"20,4";"20,8";"20,0";"960,1";"960,1";"959,5";"0,6";"257,0";"1,8";"";""
"03/01/2024";"0200";"26,3";"27,1";"26,3";"70,0";"73,0";"64,0";"20,4";"21,1";"19,6";"959,9";"960,2";"959,9";"0,2";"155,0";"1,3";"";""
"03/01/2024";"0300";"26,8";"26,9";"26,3";"66,0";"70,0";"65,0";"19,9";"20,3";"19,5";"959,7";"959,9";"959,7";"0,6";"159,0";"2,4";"";""
"03/01/2024";"0400";"26,6";"26,8";"26,1";"67,0";"70,0";"65,0";"20,0";"20,2";"19,7";"959,3";"959,8";"959,3";"1,7";"75,0";"3,6";"";""
"03/01/2024";"0500";"25,9";"26,8";"25,9";"71,0";"71,0";"66,0";"20,2";"20,3";"19,8";"959,1";"959,3";"959,1";"1,2";"110,0";"4,5";"";""
"03/01/2024";"0600";"25,4";"25,9";"25,4";"74,0";"74,0";"71,0";"20,4";"20,6";"20,2";"958,5";"959,1";"958,5";"1,5";"97,0";"3,8";"";""
"03/01/2024";"0700";"24,7";"25,4";"24,7";"79,0";"79,0";"74,0";"20,8";"20,9";"20,5";"958,6";"958,6";"958,2";"2,3";"101,0";"5,6";"";""
"03/01/2024";"0800";"24,0";"24,7";"24,0";"81,0";"82,0";"79,0";"20,6";"20,8";"20,6";"958,9";"958,9";"958,6";"1,2";"122,0";"5,6";"";""
"03/01/2024";"0900";"23,6";"24,0";"23,6";"82,0";"83,0";"81,0";"20,3";"20,6";"20,3";"959,5";"959,5";"958,9";"2,2";"95,0";"5,2";"5,00";""
"03/01/2024";"1000";"24,1";"24,1";"23,5";"78,0";"82,0";"78,0";"20,0";"20,3";"20,0";"960,1";"960,1";"959,4";"2,4";"109,0";"6,5";"205,10";""
"03/01/2024";"1100";"26,0";"26,0";"24,1";"70,0";"78,0";"69,0";"20,1";"20,4";"19,5";"960,7";"960,7";"960,1";"2,3";"98,0";"6,5";"1047,00";""
"03/01/2024";"1200";"27,2";"27,2";"25,5";"67,0";"70,0";"65,0";"20,4";"20,4";"19,4";"960,8";"960,9";"960,6";"2,7";"92,0";"6,6";"1820,60";""
"03/01/2024";"1300";"29,0";"29,0";"27,2";"62,0";"67,0";"60,0";"21,1";"21,5";"20,0";"960,7";"960,8";"960,7";"2,4";"55,0";"7,1";"2682,60";""
"03/01/2024";"1400";"30,8";"31,1";"28,5";"56,0";"63,0";"54,0";"21,1";"21,8";"20,2";"960,4";"960,8";"960,4";"2,4";"71,0";"5,5";"3277,70";""
"03/01/2024";"1500";"32,0";"32,1";"30,3";"53,0";"58,0";"52,0";"21,3";"22,2";"20,4";"960,1";"960,4";"960,1";"1,8";"81,0";"5,5";"2885,00";""
"03/01/2024";"1600";"32,7";"33,1";"31,7";"46,0";"53,0";"45,0";"19,5";"21,4";"18,9";"959,6";"960,2";"959,6";"1,6";"34,0";"4,3";"3478,60";""
"03/01/2024";"1700";"32,9";"32,9";"31,9";"51,0";"52,0";"44,0";"21,5";"21,5";"18,8";"959,0";"959,6";"959,0";"1,2";"203,0";"4,2";"1220,70";""
"03/01/2024";"1800";"33,8";"34,0";"32,7";"43,0";"52,0";"41,0";"19,4";"21,3";"18,9";"958,1";"959,0";"958,1";"1,3";"203,0";"4,0";"2810,80";""
"03/01/2024";"1900";"34,9";"35,5";"33,7";"38,0";"45,0";"33,0";"18,4";"20,2";"16,4";"956,9";"958,1";"956,9";"2,5";"235,0";"5,4";"2747,50";""
"03/01/2024";"2000";"34,9";"35,3";"33,9";"38,0";"41,0";"34,0";"18,3";"19,2";"16,8";"956,4";"956,9";"956,4";"2,3";"243,0";"7,8";"1855,80";""
"03/01/2024";"2100";"33,7";"35,0";"33,5";"40,0";"41,0";"37,0";"18,3";"19,1";"17,7";"956,4";"956,4";"956,2";"2,6";"213,0";"7,3";"1028,90";""
"03/01/2024";"2200";"32,4";"33,7";"32,3";"42,0";"43,0";"39,0";"17,9";"18,4";"17,4";"957,3";"957,3";"956,4";"1,2";"201,0";"5,5";"277,10";""
"03/01/2024";"2300";"31,0";"32,4";"30,9";"48,0";"49,0";"42,0";"18,8";"18,9";"17,8";"958,4";"958,4";"957,3";"1,3";"164,0";"4,5";"6,10";""
"04/01/2024";"0000";"29,9";"31,0";"29,9";"51,0";"51,0";"48,0";"18,6";"18,9";"18,6";"959,3";"959,3";"958,4";"1,3";"162,0";"4,4";"";""
"04/01/2024";"0100";"29,8";"29,9";"29,5";"53,0";"53,0";"50,0";"19,1";"19,2";"18,4";"959,5";"959,5";"959,3";"1,9";"158,0";"4,6";"";""
"04/01/2024";"0200";"28,8";"29,8";"28,7";"58,0";"58,0";"53,0";"19,7";"19,7";"19,1";"959,9";"959,9";"959,5";"1,4";"118,0";"4,6";"";""
"04/01/2024";"0300";"27,2";"29,0";"27,2";"64,0";"64,0";"57,0";"19,9";"19,9";"19,6";"959,8";"959,9";"959,8";"1,0";"37,0";"4,3";"";""
"04/01/2024";"0400";"26,8";"27,2";"26,3";"67,0";"70,0";"64,0";"20,1";"20,4";"19,9";"959,5";"959,9";"959,5";"0,9";"126,0";"2,4";"";""
"04/01/2024";"0500";"24,9";"26,8";"24,9";"76,0";"76,0";"67,0";"20,4";"20,4";"19,9";"959,8";"959,9";"959,5";"3,4";"73,0";"7,4";"";""
"04/01/2024";"0600";"24,0";"24,9";"24,0";"83,0";"83,0";"76,0";"20,9";"20,9";"20,4";"959,7";"959,9";"959,7";"3,9";"68,0";"8,3";"";""
"04/01/2024";"0700";"23,4";"24,0";"23,4";"87,0";"87,0";"83,0";"21,1";"21,1";"20,9";"959,7";"959,8";"959,6";"2,9";"87,0";"8,1";"";""
"04/01/2024";"0800";"23,3";"23,4";"23,2";"85,0";"87,0";"85,0";"20,6";"21,1";"20,6";"960,4";"960,4";"959,7";"2,3";"101,0";"6,8";"";""
"04/01/2024";"0900";"23,0";"23,3";"22,9";"83,0";"85,0";"83,0";"20,0";"20,5";"20,0";"960,7";"960,7";"960,4";"2,5";"101,0";"6,4";"2,60";""
"04/01/2024";"1000";"23,8";"23,8";"22,9";"77,0";"83,0";"77,0";"19,6";"20,0";"19,5";"961,1";"961,2";"960,7";"2,5";"100,0";"6,4";"159,90";""
"04/01/2024";"1100";"25,9";"25,9";"23,7";"69,0";"77,0";"68,0";"19,8";"19,8";"19,0";"961,7";"961,7";"961,1";"3,0";"85,0";"7,6";"1157,70";""
"04/01/2024";"1200";"27,2";"27,7";"25,5";"59,0";"69,0";"59,0";"18,5";"19,6";"18,5";"962,1";"962,1";"961,7";"3,3";"70,0";"8,3";"1994,10";""
"04/01/2024";"1300";"29,1";"29,3";"27,1";"55,0";"61,0";"53,0";"19,0";"19,5";"18,1";"962,3";"962,3";"962,1";"3,4";"83,0";"8,1";"2739,00";""
"04/01/2024";"1400";"30,2";"30,2";"28,8";"53,0";"55,0";"49,0";"19,4";"19,7";"18,0";"962,0";"962,3";"962,0";"2,6";"49,0";"9,5";"3302,50";""
"04/01/2024";"1500";"31,7";"31,7";"30,1";"46,0";"55,0";"46,0";"18,7";"20,3";"18,5";"961,6";"962,1";"961,6";"2,1";"55,0";"6,4";"3657,20";""
"04/01/2024";"1600";"32,2";"32,6";"30,9";"46,0";"50,0";"43,0";"19,1";"20,5";"17,9";"960,9";"961,6";"960,9";"1,1";"109,0";"5,6";"3645,00";""
"04/01/2024";"1700";"33,8";"34,0";"32,1";"41,0";"48,0";"39,0";"18,5";"20,1";"17,5";"960,0";"960,9";"960,0";"1,4";"117,0";"4,9";"3708,80";""
"04/01/2024";"1800";"33,2";"34,4";"32,7";"41,0";"43,0";"36,0";"18,0";"19,6";"17,0";"959,3";"960,1";"959,3";"0,9";"88,0";"4,0";"2812,60";""
"04/01/2024";"1900";"34,2";"35,4";"33,1";"34,0";"43,0";"32,0";"16,2";"19,7";"15,4";"958,4";"959,3";"958,4";"1,2";"328,0";"5,1";"2645,50";""
"04/01/2024";"2000";"34,6";"35,0";"34,1";"36,0";"37,0";"32,0";"17,1";"17,4";"15,8";"958,1";"958,4";"958,0";"1,9";"217,0";"4,6";"2003,00";""
"04/01/2024";"2100";"33,7";"34,7";"33,6";"36,0";"38,0";"34,0";"16,5";"17,8";"15,8";"958,1";"958,1";"957,9";"1,8";"219,0";"6,1";"1081,40";""
"04/01/2024";"2200";"32,3";"33,8";"32,2";"41,0";"41,0";"35,0";"17,2";"17,4";"16,0";"958,6";"958,6";"958,0";"0,8";"214,0";"3,7";"164,30";""
"04/01/2024";"2300";"31,3";"32,3";"31,2";"44,0";"44,0";"40,0";"17,5";"17,6";"17,0";"959,5";"959,5";"958,6";"0,5";"191,0";"2,2";"11,30";""
"05/01/2024";"0000";"30,5";"31,3";"30,5";"46,0";"46,0";"44,0";"17,6";"17,7";"17,3";"959,9";"960,0";"959,5";"0,7";"163,0";"2,2";"";""
"05/01/2024";"0100";"28,9";"30,5";"28,9";"51,0";"51,0";"46,0";"17,8";"17,9";"17,3";"960,4";"960,4";"959,9";"2,5";"111,0";"5,9";"";""
"05/01/2024";"0200";"27,9";"28,9";"27,9";"56,0";"56,0";"51,0";"18,2";"18,3";"17,8";"960,8";"960,8";"960,3";"1,2";"111,0";"6,9";"";""
"05/01/2024";"0300";"27,3";"28,2";"27,3";"58,0";"58,0";"54,0";"18,4";"18,4";"18,0";"960,8";"961,0";"960,7";"1,7";"81,0";"5,5";"";""
"05/01/2024";"0400";"26,3";"27,3";"26,3";"61,0";"62,0";"58,0";"18,3";"18,5";"18,3";"960,4";"960,9";"960,4";"0,9";"166,0";"3,8";"";""
"05/01/2024";"0500";"25,6";"26,3";"25,5";"64,0";"64,0";"61,0";"18,3";"18,3";"18,1";"959,8";"960,4";"959,8";"2,0";"108,0";"5,3";"";""
"05/01/2024";"0600";"24,6";"25,6";"24,5";"69,0";"69,0";"64,0";"18,6";"18,6";"18,3";"959,4";"959,8";"959,4";"3,4";"98,0";"7,1";"";""
"05/01/2024";"0700";"24,0";"24,6";"24,0";"73,0";"73,0";"69,0";"18,9";"18,9";"18,6";"959,7";"959,7";"959,3";"2,5";"94,0";"6,9";"";""
"05/01/2024";"0800";"23,1";"24,1";"23,1";"78,0";"78,0";"73,0";"19,1";"19,1";"18,9";"960,5";"960,5";"959,7";"2,7";"103,0";"5,9";"";""
"05/01/2024";"0900";"22,6";"23,1";"22,6";"80,0";"80,0";"78,0";"18,9";"19,2";"18,9";"961,1";"961,1";"960,4";"2,1";"100,0";"5,7";"3,10";""
"05/01/2024";"1000";"23,4";"23,4";"22,5";"73,0";"80,0";"73,0";"18,3";"18,9";"18,2";"961,6";"961,6";"961,1";"2,5";"89,0";"7,0";"153,30";""
"05/01/2024";"1100";"24,5";"24,8";"23,4";"67,0";"73,0";"66,0";"18,0";"18,4";"17,9";"962,1";"962,1";"961,5";"3,9";"75,0";"8,5";"1123,70";""
"05/01/2024";"1200";"26,6";"26,6";"24,5";"63,0";"68,0";"61,0";"18,9";"18,9";"18,0";"962,5";"962,5";"962,1";"3,4";"85,0";"8,5";"1958,30";""
"05/01/2024";"1300";"28,2";"28,7";"26,6";"55,0";"63,0";"53,0";"18,3";"19,2";"17,7";"962,3";"962,5";"962,2";"3,0";"59,0";"7,7";"2690,30";""
"05/01/2024";"1400";"30,8";"30,8";"28,2";"52,0";"56,0";"48,0";"19,7";"19,7";"17,9";"961,8";"962,3";"961,8";"2,4";"85,0";"6,6";"3287,90";""
"05/01/2024";"1500";"31,6";"31,9";"30,2";"49,0";"52,0";"46,0";"19,4";"20,1";"18,4";"961,4";"961,9";"961,4";"1,3";"69,0";"5,5";"3647,10";""
"05/01/2024";"1600";"31,1";"32,9";"31,0";"50,0";"52,0";"46,0";"19,5";"20,8";"18,4";"961,1";"961,5";"961,1";"1,4";"28,0";"5,2";"2876,00";""
"05/01/2024";"1700";"33,3";"33,3";"31,1";"45,0";"53,0";"44,0";"19,9";"21,4";"18,8";"960,0";"961,1";"960,0";"0,9";"32,0";"3,7";"1367,70";""
"05/01/2024";"1800";"32,9";"33,9";"32,5";"39,0";"45,0";"38,0";"17,1";"20,1";"17,0";"958,8";"960,0";"958,8";"0,8";"349,0";"3,3";"2534,20";""
"05/01/2024";"1900";"34,6";"35,2";"32,7";"34,0";"44,0";"34,0";"16,6";"19,5";"16,4";"957,6";"958,8";"957,5";"1,7";"217,0";"4,6";"1861,10";""
"05/01/2024";"2000";"32,9";"34,6";"32,9";"43,0";"44,0";"34,0";"18,8";"19,4";"15,9";"957,8";"957,9";"957,4";"3,0";"218,0";"7,4";"2023,30";""
"05/01/2024";"2100";"32,3";"33,8";"32,3";"44,0";"45,0";"41,0";"18,3";"19,7";"18,2";"958,2";"958,2";"957,7";"1,3";"221,0";"5,5";"995,00";""
"05/01/2024";"2200";"31,4";"32,3";"31,3";"42,0";"44,0";"41,0";"17,1";"18,4";"17,1";"958,3";"958,4";"958,0";"1,1";"160,0";"3,9";"142,70";""
"05/01/2024";"2300";"30,6";"31,4";"30,3";"42,0";"44,0";"42,0";"16,3";"17,4";"16,3";"959,4";"959,4";"958,3";"1,1";"126,0";"3,4";"4,70";""
"06/01/2024";"0000";"28,5";"30,6";"28,5";"58,0";"58,0";"42,0";"19,3";"19,3";"16,3";"960,6";"960,6";"959,4";"3,1";"52,0";"5,8";"";""
"06/01/2024";"0100";"27,1";"28,5";"27,1";"64,0";"64,0";"58,0";"19,6";"19,6";"18,8";"962,1";"962,1";"960,6";"2,1";"293,0";"7,0";"";""
"06/01/2024";"0200";"25,6";"27,1";"25,3";"66,0";"70,0";"63,0";"18,9";"19,8";"18,9";"961,2";"962,2";"961,2";"1,0";"54,0";"6,2";"";""
"06/01/2024";"0300";"26,2";"26,2";"25,6";"64,0";"67,0";"64,0";"18,9";"19,0";"18,8";"960,7";"961,2";"960,7";"0,6";"123,0";"2,2";"";""
"06/01/2024";"0400";"25,6";"26,2";"25,4";"68,0";"68,0";"64,0";"19,2";"19,2";"18,8";"960,6";"960,7";"960,5";"0,9";"121,0";"2,0";"";""
"06/01/2024";"0500";"25,0";"25,6";"24,5";"71,0";"74,0";"68,0";"19,4";"19,6";"19,1";"960,1";"960,6";"960,0";"0,9";"101,0";"2,1";"";""
"06/01/2024";"0600";"24,7";"25,2";"24,7";"73,0";"73,0";"70,0";"19,4";"19,4";"19,3";"960,1";"960,2";"960,1";"1,1";"120,0";"2,4";"";""
"06/01/2024";"0700";"23,4";"24,7";"23,4";"80,0";"80,0";"73,0";"19,7";"19,7";"19,4";"960,2";"960,3";"960,0";"1,8";"65,0";"4,7";"";""
"06/01/2024";"0800";"23,2";"23,6";"23,0";"80,0";"81,0";"78,0";"19,6";"19,7";"19,5";"960,8";"960,8";"960,2";"1,9";"79,0";"4,2";"";""
"06/01/2024";"0900";"23,2";"23,2";"22,8";"80,0";"82,0";"80,0";"19,5";"19,6";"19,5";"961,2";"961,2";"960,8";"2,9";"84,0";"6,0";"2,40";""
"06/01/2024";"1000";"23,7";"23,7";"23,1";"77,0";"80,0";"75,0";"19,4";"19,6";"18,9";"961,6";"961,6";"961,1";"1,9";"106,0";"6,5";"138,50";""
"06/01/2024";"1100";"25,4";"25,6";"23,7";"66,0";"77,0";"66,0";"18,7";"19,5";"18,7";"962,1";"962,2";"961,6";"2,0";"92,0";"6,0";"1130,10";""
"06/01/2024";"1200";"26,8";"27,0";"25,3";"62,0";"68,0";"61,0";"18,8";"19,6";"18,4";"962,4";"962,4";"962,1";"2,6";"80,0";"6,4";"1971,80";""
"06/01/2024";"1300";"28,8";"28,9";"26,8";"55,0";"62,0";"55,0";"18,8";"19,3";"18,2";"962,2";"962,5";"962,2";"2,7";"57,0";"6,3";"2709,20";""
"06/01/2024";"1400";"30,7";"30,7";"28,5";"53,0";"57,0";"49,0";"19,9";"19,9";"18,3";"961,8";"962,3";"961,8";"2,1";"66,0";"6,6";"3284,00";""
"06/01/2024";"1500";"32,6";"32,6";"29,7";"47,0";"52,0";"46,0";"19,7";"20,1";"17,8";"961,6";"961,8";"961,6";"1,6";"77,0";"5,4";"3637,00";""
"06/01/2024";"1600";"33,0";"33,0";"31,3";"46,0";"50,0";"43,0";"19,8";"20,3";"18,1";"961,0";"961,6";"961,0";"2,0";"68,0";"5,9";"3774,90";""
"06/01/2024";"1700";"33,7";"34,5";"32,3";"41,0";"47,0";"40,0";"18,6";"20,3";"18,3";"960,3";"961,0";"960,3";"2,3";"36,0";"5,2";"3369,60";""
"06/01/2024";"1800";"34,1";"34,9";"32,9";"32,0";"44,0";"32,0";"15,2";"19,3";"15,2";"959,5";"960,3";"959,5";"2,1";"342,0";"5,8";"2651,00";""
"06/01/2024";"1900";"35,6";"35,6";"33,4";"28,0";"35,0";"27,0";"14,3";"16,9";"13,7";"958,5";"959,5";"958,5";"2,1";"272,0";"5,8";"2627,10";""
"06/01/2024";"2000";"35,6";"35,9";"35,0";"27,0";"31,0";"26,0";"13,7";"15,5";"13,1";"957,8";"958,5";"957,8";"1,5";"218,0";"5,3";"1957,30";""
"06/01/2024";"2100";"34,5";"35,6";"34,3";"31,0";"32,0";"27,0";"15,1";"15,5";"13,4";"957,8";"957,8";"957,7";"1,1";"221,0";"4,9";"1103,80";""
"06/01/2024";"2200";"33,1";"34,7";"33,1";"34,0";"35,0";"30,0";"15,1";"15,6";"14,4";"958,5";"958,5";"957,8";"1,5";"276,0";"3,9";"313,00";""
"06/01/2024";"2300";"31,2";"33,2";"31,2";"41,0";"41,0";"33,0";"16,5";"16,5";"15,0";"959,3";"959,3";"958,5";"0,7";"265,0";"3,0";"3,20";""
