"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2023";"1200";"27,0";"27,1";"25,0";"69,0";"80,0";"68,0";"20,7";"21,6";"20,7";"964,6";"964,6";"964,2";"0,9";"70,0";"3,5";"243,50";"0,0"
"01/01/2023";"1300";"28,5";"28,9";"26,8";"61,0";"69,0";"58,0";"20,2";"21,1";"19,1";"964,6";"964,7";"964,5";"0,9";"47,0";"4,3";"1055,20";"0,0"
"01/01/2023";"1400";"29,7";"29,7";"28,3";"56,0";"62,0";"54,0";"19,9";"20,7";"19,0";"964,4";"964,6";"964,4";"1,1";"51,0";"6,1";"1940,00";"0,0"
"01/01/2023";"1500";"30,4";"30,7";"29,2";"52,0";"59,0";"52,0";"19,4";"20,8";"19,0";"964,0";"964,4";"963,9";"1,8";"13,0";"4,9";"3624,00";"0,0"
"01/01/2023";"1600";"31,2";"31,7";"29,9";"50,0";"57,0";"46,0";"19,4";"21,4";"18,5";"963,1";"964,0";"963,1";"1,9";"14,0";"5,5";"3544,40";"0,0"
"01/01/2023";"1700";"31,8";"32,1";"30,9";"46,0";"53,0";"44,0";"18,9";"20,5";"18,0";"961,8";"963,1";"961,8";"1,3";"34,0";"5,9";"3604,90";"0,0"
"01/01/2023";"1800";"32,7";"33,7";"31,5";"43,0";"49,0";"40,0";"18,5";"20,3";"17,9";"961,0";"961,8";"961,0";"0,8";"14,0";"5,4";"3390,50";"0,0"
"01/01/2023";"1900";"31,1";"32,8";"31,0";"50,0";"51,0";"41,0";"19,3";"19,7";"17,1";"960,5";"961,0";"960,4";"0,6";"26,0";"4,6";"957,90";"0,0"
"01/01/2023";"2000";"28,0";"31,4";"28,0";"65,0";"65,0";"48,0";"20,7";"20,7";"18,8";"960,5";"960,8";"960,3";"1,8";"92,0";"5,6";"513,30";"0,0"
"01/01/2023";"2100";"29,1";"29,1";"27,7";"58,0";"66,0";"58,0";"20,0";"21,0";"19,9";"959,9";"960,5";"959,8";"0,9";"76,0";"5,6";"305,90";"0,0"
"01/01/2023";"2200";"28,2";"29,4";"28,2";"54,0";"58,0";"52,0";"18,1";"20,0";"17,7";"960,1";"960,1";"959,6";"1,1";"68,0";"3,2";"330,00";"0,0"
"01/01/2023";"2300";"27,1";"28,2";"27,0";"64,0";"65,0";"54,0";"19,7";"19,8";"18,0";"961,1";"961,1";"960,1";"0,9";"45,0";"3,9";"7,40";"0,0"
"02/01/2023";"0000";"26,4";"27,2";"26,4";"61,0";"64,0";"61,0";"18,3";"19,6";"18,3";"961,6";"961,6";"961,1";"0,5";"87,0";"6,0";"";"0,0"
"02/01/2023";"0100";"26,2";"26,5";"25,9";"61,0";"64,0";"59,0";"18,2";"18,5";"17,8";"962,4";"962,4";"961,6";"0,7";"84,0";"1,8";"";"0,0"
"02/01/2023";"0200";"25,1";"26,5";"25,1";"67,0";"67,0";"61,0";"18,6";"18,6";"18,1";"962,2";"962,5";"962,1";"0,9";"65,0";"2,4";"";"0,0"
"02/01/2023";"0300";"24,8";"25,3";"24,8";"71,0";"71,0";"66,0";"19,2";"19,2";"18,4";"962,1";"962,3";"962,0";"0,8";"81,0";"2,8";"";"0,0"
"02/01/2023";"0400";"24,8";"25,2";"24,7";"68,0";"71,0";"67,0";"18,5";"19,2";"18,4";"961,5";"962,1";"961,5";"0,5";"105,0";"2,8";"";"0,0"
"02/01/2023";"0500";"24,1";"24,9";"24,1";"72,0";"72,0";"68,0";"18,6";"18,7";"18,4";"961,0";"961,7";"960,9";"0,8";"20,0";"3,1";"";"0,0"
"02/01/2023";"0600";"23,8";"24,1";"23,4";"74,0";"76,0";"72,0";"18,8";"18,9";"18,6";"960,9";"961,0";"960,7";"0,4";"37,0";"1,7";"";"0,0"
"02/01/2023";"0700";"24,2";"24,4";"23,7";"74,0";"74,0";"72,0";"19,2";"19,2";"18,8";"961,0";"961,3";"960,9";"0,7";"49,0";"1,9";"";"0,0"
"02/01/2023";"0800";"23,8";"24,3";"23,8";"76,0";"76,0";"73,0";"19,3";"19,3";"19,1";"961,6";"961,6";"960,9";"1,2";"115,0";"2,8";"";"0,0"
"02/01/2023";"0900";"23,5";"23,8";"23,4";"79,0";"79,0";"76,0";"19,7";"19,7";"19,3";"961,9";"961,9";"961,5";"0,9";"113,0";"2,9";"2,80";"0,0"
"02/01/2023";"1000";"24,4";"24,4";"23,5";"76,0";"79,0";"75,0";"19,9";"20,0";"19,7";"962,2";"962,2";"961,8";"0,9";"95,0";"2,9";"169,50";"0,0"
"02/01/2023";"1100";"25,6";"25,6";"24,4";"73,0";"76,0";"72,0";"20,4";"20,4";"19,7";"962,7";"962,8";"962,2";"0,8";"59,0";"2,9";"399,30";"0,0"
"02/01/2023";"1200";"27,4";"27,4";"25,4";"68,0";"73,0";"67,0";"20,9";"20,9";"20,0";"962,4";"962,8";"962,4";"0,9";"43,0";"2,8";"632,00";"0,0"
"02/01/2023";"1300";"27,7";"28,1";"27,3";"67,0";"68,0";"63,0";"21,0";"21,6";"20,1";"962,4";"962,4";"962,3";"1,2";"42,0";"4,5";"1205,50";"0,0"
"02/01/2023";"1400";"29,3";"29,3";"27,6";"63,0";"69,0";"62,0";"21,5";"22,1";"20,8";"961,7";"962,4";"961,7";"1,0";"49,0";"4,5";"1676,00";"0,0"
"02/01/2023";"1500";"30,6";"30,6";"29,0";"58,0";"64,0";"57,0";"21,3";"22,2";"20,4";"960,8";"961,7";"960,8";"1,1";"42,0";"5,3";"2446,80";"0,0"
"02/01/2023";"1600";"30,5";"30,9";"30,1";"56,0";"61,0";"54,0";"20,8";"21,9";"20,1";"959,3";"960,8";"959,3";"1,5";"49,0";"5,8";"1612,10";"0,0"
"02/01/2023";"1700";"30,4";"31,2";"30,3";"55,0";"58,0";"53,0";"20,4";"21,3";"20,0";"958,0";"959,3";"958,0";"1,0";"40,0";"5,3";"1271,30";"0,0"
"02/01/2023";"1800";"20,0";"30,6";"19,4";"";"";"";"";"";"";"960,1";"961,3";"957,8";"4,5";"227,0";"17,0";"85,30";"40,6"
"02/01/2023";"1900";"20,5";"20,8";"20,0";"";"";"";"";"";"";"961,1";"961,2";"959,8";"3,5";"258,0";"11,0";"22,30";"1,4"
"02/01/2023";"2000";"20,2";"20,5";"20,1";"";"";"";"";"";"";"959,7";"961,1";"959,7";"0,5";"172,0";"7,8";"26,70";"3,4"
"02/01/2023";"2100";"20,7";"20,7";"20,2";"";"";"";"";"";"";"958,8";"959,7";"958,8";"0,9";"110,0";"3,7";"43,60";"1,6"
"02/01/2023";"2200";"20,8";"20,9";"20,7";"";"";"";"";"";"";"958,9";"959,0";"958,7";"0,8";"79,0";"2,8";"48,30";"0,2"
"02/01/2023";"2300";"20,7";"21,0";"20,7";"";"";"";"";"";"";"960,1";"960,1";"958,9";"0,6";"68,0";"2,8";"2,60";"0,0"
"03/01/2023";"0000";"20,7";"20,9";"20,7";"";"";"";"";"";"";"960,5";"960,5";"960,1";"0,6";"79,0";"1,9";"";"0,0"
"03/01/2023";"0100";"20,7";"20,7";"20,5";"";"";"";"";"";"";"961,0";"961,0";"960,5";"0,9";"350,0";"2,0";"";"0,0"
"03/01/2023";"0200";"20,6";"20,7";"20,6";"";"";"";"";"";"";"960,9";"961,2";"960,9";"0,9";"34,0";"2,9";"0,40";"0,0"
"03/01/2023";"0300";"20,3";"20,6";"20,3";"";"";"";"";"";"";"960,3";"960,9";"960,3";"0,7";"317,0";"1,9";"";"0,0"
"03/01/2023";"0400";"20,2";"20,4";"20,0";"";"";"";"";"";"";"959,4";"960,3";"959,4";"0,6";"8,0";"1,6";"";"0,0"
"03/01/2023";"0500";"20,0";"20,3";"20,0";"";"";"";"";"";"";"958,4";"959,4";"958,4";"0,5";"26,0";"1,3";"";"0,2"
"03/01/2023";"0600";"20,1";"20,2";"19,9";"";"";"";"";"";"";"958,4";"958,4";"958,0";"1,4";"2,0";"3,0";"";"0,0"
"03/01/2023";"0700";"20,1";"20,2";"20,0";"";"";"";"";"";"";"958,5";"958,7";"958,4";"1,1";"15,0";"3,8";"";"0,0"
"03/01/2023";"0800";"19,9";"20,1";"19,9";"";"";"";"";"";"";"959,4";"959,4";"958,5";"1,0";"15,0";"3,0";"";"0,0"
"03/01/2023";"0900";"20,3";"20,3";"19,9";"";"";"";"";"";"";"960,5";"960,5";"959,4";"1,1";"328,0";"5,6";"0,60";"0,0"
"03/01/2023";"1000";"20,7";"20,8";"20,3";"";"";"";"";"";"";"961,1";"961,1";"960,4";"1,2";"337,0";"3,3";"86,40";"0,0"
"03/01/2023";"1100";"21,9";"22,0";"20,7";"100,0";"";"";"21,9";"";"";"961,5";"961,5";"961,1";"0,8";"23,0";"2,5";"398,90";"0,0"
"03/01/2023";"1200";"24,0";"24,3";"21,8";"90,0";"100,0";"85,0";"22,2";"23,7";"21,2";"961,9";"961,9";"961,5";"1,4";"345,0";"3,6";"582,70";"0,0"
"03/01/2023";"1300";"25,5";"25,6";"23,8";"80,0";"90,0";"76,0";"21,7";"23,1";"20,6";"962,2";"962,2";"961,9";"1,3";"264,0";"3,9";"1241,90";"0,0"
"03/01/2023";"1400";"26,1";"26,4";"25,0";"72,0";"90,0";"70,0";"20,7";"23,7";"20,2";"961,8";"962,1";"961,8";"1,2";"314,0";"4,3";"1199,40";"0,0"
"03/01/2023";"1500";"26,0";"27,1";"26,0";"71,0";"74,0";"67,0";"20,5";"21,5";"19,8";"961,4";"961,8";"961,4";"1,6";"8,0";"4,9";"1258,80";"0,0"
"03/01/2023";"1600";"25,6";"27,2";"24,8";"75,0";"78,0";"69,0";"20,9";"22,3";"19,7";"960,4";"961,4";"960,4";"1,4";"13,0";"5,5";"1568,30";"0,0"
"03/01/2023";"1700";"23,2";"26,3";"23,2";"82,0";"82,0";"69,0";"20,0";"21,6";"19,6";"959,5";"960,4";"959,5";"2,0";"314,0";"6,5";"890,00";"0,4"
"03/01/2023";"1800";"26,7";"27,2";"23,2";"66,0";"97,0";"66,0";"19,8";"23,2";"19,8";"958,2";"959,6";"958,2";"1,0";"313,0";"5,9";"1581,70";"0,0"
"03/01/2023";"1900";"27,8";"28,8";"26,6";"65,0";"70,0";"61,0";"20,7";"21,1";"19,9";"957,1";"958,2";"957,1";"1,3";"285,0";"3,0";"1756,50";"0,0"
"03/01/2023";"2000";"29,6";"29,6";"27,5";"58,0";"68,0";"57,0";"20,5";"21,4";"20,0";"956,5";"957,1";"956,5";"0,8";"244,0";"2,8";"1592,30";"0,0"
"03/01/2023";"2100";"27,8";"29,9";"27,6";"64,0";"67,0";"56,0";"20,4";"20,9";"19,7";"956,7";"956,7";"956,5";"0,6";"214,0";"2,8";"682,30";"0,0"
"03/01/2023";"2200";"27,0";"27,8";"27,0";"67,0";"68,0";"64,0";"20,5";"21,0";"20,3";"957,5";"957,5";"956,7";"0,6";"115,0";"3,0";"237,70";"0,0"
"03/01/2023";"2300";"26,4";"27,0";"26,2";"71,0";"71,0";"67,0";"20,7";"20,7";"20,3";"958,1";"958,1";"957,4";"0,6";"93,0";"2,3";"1,10";"0,0"
"04/01/2023";"0000";"22,7";"26,4";"22,6";"79,0";"79,0";"66,0";"18,8";"20,8";"17,7";"958,9";"958,9";"958,2";"0,5";"80,0";"6,5";"";"0,0"
"04/01/2023";"0100";"20,8";"23,3";"20,5";"";"";"";"";"";"";"960,6";"960,8";"958,9";"1,1";"16,0";"9,8";"";"13,2"
"04/01/2023";"0200";"20,8";"21,1";"20,7";"";"";"";"";"";"";"960,9";"960,9";"960,5";"1,5";"31,0";"5,0";"";"3,4"
"04/01/2023";"0300";"20,9";"20,9";"20,7";"";"";"";"";"";"";"959,5";"960,9";"959,5";"1,0";"34,0";"5,0";"";"4,0"
"04/01/2023";"0400";"20,7";"21,0";"20,7";"";"";"";"";"";"";"958,8";"959,5";"958,8";"1,5";"30,0";"3,6";"";"0,0"
"04/01/2023";"0500";"20,9";"20,9";"20,7";"";"";"";"";"";"";"958,2";"958,8";"958,2";"1,9";"28,0";"4,1";"";"0,0"
"04/01/2023";"0600";"21,1";"21,1";"20,8";"";"";"";"";"";"";"958,1";"958,2";"957,9";"2,3";"16,0";"5,1";"";"1,0"
"04/01/2023";"0700";"21,1";"21,2";"21,0";"";"";"";"";"";"";"958,0";"958,1";"957,8";"";"";"";"";"10,4"
"04/01/2023";"0800";"21,1";"21,2";"21,1";"";"";"";"";"";"";"958,2";"958,3";"957,9";"";"";"";"";"15,4"
"04/01/2023";"0900";"21,0";"21,1";"20,9";"";"";"";"";"";"";"958,4";"958,4";"958,1";"";"";"";"0,80";"2,6"
"04/01/2023";"1000";"21,4";"21,4";"21,1";"";"";"";"";"";"";"958,9";"958,9";"958,4";"2,6";"358,0";"";"30,30";"3,6"
"04/01/2023";"1100";"21,5";"21,6";"21,4";"";"";"";"";"";"";"959,5";"959,5";"958,9";"2,1";"348,0";"6,8";"115,60";"4,0"
"04/01/2023";"1200";"22,1";"22,1";"21,5";"";"";"";"";"";"";"959,6";"959,6";"959,4";"";"";"";"256,60";"6,6"
"04/01/2023";"1300";"22,7";"22,7";"22,0";"";"";"";"";"";"";"959,8";"959,8";"959,5";"";"";"";"477,10";"1,0"
"04/01/2023";"1400";"21,5";"22,8";"21,5";"";"";"";"";"";"";"959,8";"960,0";"959,6";"2,0";"276,0";"5,1";"212,50";"14,6"
"04/01/2023";"1500";"22,3";"22,3";"21,4";"";"";"";"";"";"";"959,5";"959,8";"959,2";"";"";"";"403,30";"4,2"
"04/01/2023";"1600";"24,1";"24,2";"22,3";"";"";"";"";"";"";"958,8";"959,5";"958,8";"5,5";"355,0";"";"1389,90";"0,2"
"04/01/2023";"1700";"21,8";"24,1";"21,8";"";"";"";"";"";"";"958,6";"958,9";"958,6";"2,3";"321,0";"9,4";"766,50";"4,4"
"04/01/2023";"1800";"23,3";"23,3";"21,8";"100,0";"";"";"23,3";"";"";"958,1";"958,6";"958,1";"1,6";"310,0";"9,4";"1202,30";"0,0"
"04/01/2023";"1900";"24,4";"24,4";"23,3";"96,0";"100,0";"94,0";"23,7";"24,1";"23,1";"957,4";"958,1";"957,4";"2,6";"278,0";"5,3";"939,70";"0,0"
"04/01/2023";"2000";"24,8";"25,3";"24,4";"93,0";"97,0";"92,0";"23,7";"24,6";"23,3";"956,9";"957,4";"956,8";"2,6";"275,0";"5,3";"1047,50";"0,0"
"04/01/2023";"2100";"24,5";"24,8";"24,5";"96,0";"96,0";"93,0";"23,9";"24,0";"23,6";"956,9";"956,9";"956,7";"2,4";"276,0";"5,0";"405,20";"0,0"
"04/01/2023";"2200";"21,7";"24,6";"21,6";"";"";"";"";"";"";"958,3";"958,3";"956,8";"1,7";"218,0";"9,6";"89,50";"5,8"
"04/01/2023";"2300";"21,3";"21,7";"21,3";"";"";"";"";"";"";"958,3";"958,5";"958,3";"2,2";"151,0";"5,4";"1,40";"0,0"
"05/01/2023";"0000";"21,3";"21,3";"21,1";"";"";"";"";"";"";"959,3";"959,3";"958,3";"0,9";"198,0";"5,2";"";"0,0"
"05/01/2023";"0100";"21,1";"21,3";"21,1";"";"";"";"";"";"";"960,1";"960,1";"959,3";"1,9";"145,0";"5,3";"";"0,0"
"05/01/2023";"0200";"21,0";"21,2";"21,0";"";"";"";"";"";"";"960,7";"960,7";"960,1";"1,5";"133,0";"5,5";"";"0,0"
"05/01/2023";"0300";"20,1";"21,0";"20,1";"";"";"";"";"";"";"960,6";"960,8";"960,6";"2,2";"134,0";"5,6";"";"0,4"
"05/01/2023";"0400";"19,3";"20,1";"19,3";"";"";"";"";"";"";"960,3";"960,6";"960,2";"1,5";"131,0";"6,7";"";"0,2"
"05/01/2023";"0500";"18,8";"19,3";"18,8";"";"";"";"";"";"";"960,1";"960,3";"960,1";"2,4";"123,0";"6,7";"";"0,0"
"05/01/2023";"0600";"19,0";"19,1";"18,8";"";"";"";"";"";"";"959,8";"960,2";"959,7";"2,3";"131,0";"7,3";"";"0,0"
"05/01/2023";"0700";"18,8";"19,0";"18,8";"";"";"";"";"";"";"959,5";"959,8";"959,5";"2,3";"135,0";"7,4";"";"0,0"
"05/01/2023";"0800";"18,8";"18,8";"18,8";"100,0";"100,0";"100,0";"18,8";"18,8";"18,8";"959,4";"959,5";"959,3";"2,3";"115,0";"10,4";"";"0,0"
"05/01/2023";"0900";"18,6";"18,8";"18,6";"100,0";"100,0";"100,0";"18,6";"18,8";"18,6";"960,1";"960,1";"959,4";"2,2";"115,0";"7,2";"0,20";"0,0"
"05/01/2023";"1000";"19,0";"19,0";"18,6";"99,0";"100,0";"99,0";"18,9";"19,0";"18,6";"961,0";"961,0";"960,1";"2,2";"104,0";"6,4";"90,20";"0,0"
"05/01/2023";"1100";"19,8";"19,8";"19,0";"98,0";"100,0";"98,0";"19,4";"19,4";"18,9";"961,5";"961,5";"961,0";"2,1";"100,0";"7,4";"334,20";"0,0"
"05/01/2023";"1200";"20,1";"20,5";"19,7";"95,0";"98,0";"93,0";"19,2";"20,0";"19,0";"962,0";"962,1";"961,5";"2,7";"100,0";"7,4";"735,20";"0,0"
"05/01/2023";"1300";"19,9";"20,4";"19,9";"100,0";"100,0";"95,0";"19,9";"20,4";"19,3";"962,6";"962,7";"962,0";"2,2";"99,0";"7,3";"865,40";"0,0"
"05/01/2023";"1400";"20,6";"20,7";"19,8";"98,0";"100,0";"98,0";"20,4";"20,5";"19,8";"962,9";"963,1";"962,6";"2,1";"119,0";"7,0";"784,20";"0,0"
"05/01/2023";"1500";"22,9";"23,0";"20,4";"74,0";"100,0";"74,0";"18,0";"21,9";"18,0";"962,7";"963,0";"962,7";"2,7";"103,0";"7,1";"1746,90";"0,0"
"05/01/2023";"1600";"22,7";"22,9";"21,4";"72,0";"79,0";"72,0";"17,4";"18,1";"17,1";"962,6";"962,9";"962,5";"1,9";"89,0";"7,2";"1689,50";"0,0"
"05/01/2023";"1700";"22,8";"23,8";"22,5";"72,0";"75,0";"69,0";"17,5";"18,7";"17,2";"962,2";"962,6";"962,1";"2,0";"109,0";"6,9";"1285,10";"0,0"
"05/01/2023";"1800";"22,1";"22,8";"22,1";"74,0";"75,0";"72,0";"17,2";"17,9";"17,2";"961,9";"962,3";"961,9";"2,9";"124,0";"6,6";"545,20";"0,0"
"05/01/2023";"1900";"21,7";"22,7";"21,6";"79,0";"80,0";"73,0";"17,9";"18,0";"17,3";"961,4";"961,9";"961,4";"2,5";"127,0";"7,1";"634,50";"0,0"
"05/01/2023";"2000";"22,1";"22,5";"21,3";"75,0";"80,0";"75,0";"17,5";"18,3";"17,4";"961,1";"961,4";"961,0";"2,5";"122,0";"8,3";"501,30";"0,0"
"05/01/2023";"2100";"22,0";"22,3";"22,0";"72,0";"76,0";"71,0";"16,9";"17,7";"16,6";"961,4";"961,4";"961,0";"2,2";"110,0";"6,9";"400,80";"0,0"
"05/01/2023";"2200";"21,3";"22,1";"21,3";"73,0";"73,0";"71,0";"16,3";"16,9";"16,2";"962,1";"962,1";"961,4";"2,5";"119,0";"7,0";"220,60";"0,0"
"05/01/2023";"2300";"21,0";"21,3";"21,0";"76,0";"76,0";"73,0";"16,7";"16,7";"16,3";"962,5";"962,5";"962,1";"1,9";"108,0";"7,3";"11,90";"0,0"
"06/01/2023";"0000";"20,6";"21,0";"20,6";"77,0";"78,0";"76,0";"16,4";"16,8";"16,4";"963,2";"963,2";"962,5";"1,4";"88,0";"6,3";"";"0,0"
"06/01/2023";"0100";"20,6";"20,6";"20,5";"75,0";"77,0";"74,0";"15,9";"16,4";"15,9";"963,6";"963,7";"963,2";"1,7";"97,0";"7,0";"";"0,0"
"06/01/2023";"0200";"20,3";"20,6";"20,3";"73,0";"75,0";"72,0";"15,3";"15,9";"15,3";"963,9";"963,9";"963,6";"2,3";"97,0";"6,5";"";"0,0"
"06/01/2023";"0300";"19,6";"20,3";"19,6";"77,0";"77,0";"73,0";"15,4";"15,4";"15,3";"963,6";"963,9";"963,6";"1,8";"99,0";"6,3";"";"0,0"
"06/01/2023";"0400";"19,4";"19,6";"19,3";"77,0";"79,0";"77,0";"15,2";"15,6";"15,2";"963,2";"963,6";"963,2";"1,8";"101,0";"6,7";"";"0,0"
"06/01/2023";"0500";"19,3";"19,6";"19,3";"77,0";"77,0";"75,0";"15,1";"15,2";"15,1";"962,8";"963,2";"962,8";"2,3";"97,0";"7,5";"";"0,0"
"06/01/2023";"0600";"18,9";"19,3";"18,9";"78,0";"78,0";"77,0";"15,1";"15,1";"15,0";"962,5";"962,8";"962,5";"1,9";"100,0";"6,8";"";"0,0"
"06/01/2023";"0700";"19,2";"19,2";"18,9";"77,0";"78,0";"77,0";"15,1";"15,2";"15,1";"962,5";"962,6";"962,5";"2,0";"101,0";"6,6";"";"0,0"
"06/01/2023";"0800";"19,2";"19,3";"19,2";"77,0";"77,0";"77,0";"15,1";"15,2";"15,1";"962,5";"962,6";"962,5";"2,1";"102,0";"5,8";"";"0,0"
"06/01/2023";"0900";"19,0";"19,2";"18,9";"77,0";"78,0";"76,0";"14,8";"15,1";"14,7";"962,8";"962,8";"962,5";"2,0";"94,0";"8,2";"1,10";"0,0"
"06/01/2023";"1000";"19,5";"19,5";"19,0";"74,0";"77,0";"74,0";"14,6";"14,8";"14,6";"963,4";"963,4";"962,8";"2,4";"99,0";"7,8";"118,60";"0,0"
"06/01/2023";"1100";"20,7";"20,9";"19,5";"68,0";"74,0";"67,0";"14,6";"14,9";"14,2";"964,2";"964,3";"963,4";"2,8";"104,0";"8,3";"241,20";"0,0"
"06/01/2023";"1200";"22,2";"22,2";"20,7";"60,0";"68,0";"59,0";"13,9";"15,2";"13,9";"964,6";"964,7";"964,2";"2,9";"93,0";"9,2";"244,70";"0,0"
"06/01/2023";"1300";"24,2";"24,2";"22,2";"56,0";"61,0";"55,0";"14,9";"15,4";"13,9";"964,8";"964,9";"964,6";"2,1";"84,0";"7,9";"947,70";"0,0"
"06/01/2023";"1400";"24,6";"25,1";"23,9";"55,0";"56,0";"53,0";"14,8";"15,4";"14,1";"964,8";"964,9";"964,7";"2,0";"93,0";"8,2";"1808,00";"0,0"
"06/01/2023";"1500";"25,4";"25,7";"24,6";"53,0";"57,0";"52,0";"15,2";"15,9";"14,5";"964,5";"964,8";"964,4";"1,2";"79,0";"7,4";"1956,30";"0,0"
"06/01/2023";"1600";"25,7";"26,3";"25,3";"54,0";"56,0";"52,0";"15,6";"16,6";"15,0";"963,9";"964,5";"963,8";"1,9";"96,0";"6,4";"1881,30";"0,0"
"06/01/2023";"1700";"26,0";"26,9";"25,6";"54,0";"57,0";"52,0";"15,9";"17,2";"15,4";"963,2";"963,9";"963,2";"1,9";"94,0";"6,4";"1900,60";"0,0"
"06/01/2023";"1800";"26,4";"27,5";"26,0";"54,0";"56,0";"51,0";"16,4";"17,3";"16,0";"962,7";"963,2";"962,7";"2,5";"101,0";"7,1";"2431,70";"0,0"
"06/01/2023";"1900";"26,4";"27,3";"26,2";"54,0";"57,0";"52,0";"16,4";"17,2";"16,0";"962,2";"962,7";"962,1";"3,2";"123,0";"8,2";"2091,80";"0,0"
"06/01/2023";"2000";"26,0";"26,9";"26,0";"55,0";"57,0";"53,0";"16,4";"17,2";"16,3";"962,1";"962,2";"962,0";"2,7";"114,0";"8,2";"1058,60";"0,0"
"06/01/2023";"2100";"25,6";"26,1";"25,6";"57,0";"58,0";"55,0";"16,5";"16,8";"16,3";"962,4";"962,4";"962,0";"2,4";"100,0";"7,8";"423,00";"0,0"
"06/01/2023";"2200";"24,9";"25,6";"24,9";"58,0";"58,0";"56,0";"16,1";"16,7";"16,0";"963,2";"963,3";"962,3";"2,3";"96,0";"8,9";"142,60";"0,0"
"06/01/2023";"2300";"24,4";"24,9";"24,4";"59,0";"60,0";"57,0";"15,9";"16,4";"15,7";"964,0";"964,0";"963,3";"1,8";"94,0";"8,2";"0,70";"0,0"
"07/01/2023";"0000";"23,7";"24,4";"23,7";"62,0";"62,0";"59,0";"16,0";"16,1";"15,8";"964,8";"964,8";"964,0";"2,8";"107,0";"7,7";"";"0,0"
"07/01/2023";"0100";"22,7";"23,7";"22,7";"65,0";"66,0";"62,0";"15,9";"16,1";"15,8";"965,6";"965,6";"964,8";"2,9";"97,0";"10,0";"";"0,0"
"07/01/2023";"0200";"21,7";"22,7";"21,7";"65,0";"67,0";"64,0";"14,8";"15,8";"14,8";"965,8";"965,9";"965,6";"3,8";"101,0";"10,2";"";"0,0"
"07/01/2023";"0300";"20,8";"21,7";"20,8";"69,0";"69,0";"65,0";"14,8";"14,8";"14,7";"965,8";"966,0";"965,7";"2,4";"103,0";"10,2";"";"0,0"
